,1週目：12/1（月）〜12/7（日）,,"2,049",313,15.28%,¥295,"¥92,440",0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：12/8（月）〜12/14（日）,,"2,024",261,12.90%,¥264,"¥68,818",0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：12/15（月）〜12/21（日）,,"1,443",109,7.55%,¥201,"¥21,933",0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：12/22（月）〜12/28（日）,,"1,119",96,8.58%,¥284,"¥27,221",0,0.00%,¥0,0,0.00%,¥0,,,
,5週目：12/29（月）〜12/31（水）,,413,34,8.23%,¥190,"¥6,445",0,0.00%,¥0,0,0.00%,¥0,,,
,合計,,"7,048",813,11.54%,¥267,"¥216,857",0,0.00%,¥0,0,0.00%,¥0,,,
,着地見込み,,"7,048",813,11.54%,¥267,"¥216,857",0,0.00%,¥0,0,0.00%,¥0,,,
,当初プランとの差分,,"-1,841",13,-,-,"-¥183,143",-5,-0.60%,"¥80,000",-4,-0.50%,"-¥100,000",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,一般_Webアプリケーション診断,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"8,889",800,9.00%,¥500,"¥400,000",5,0.60%,"¥80,000",4,0.50%,"¥100,000",,,
,1週目：12/1（月）〜12/7（日）,,0,0,0.00%,¥0,¥0,0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：12/8（月）〜12/14（日）,,63,1,1.59%,¥331,¥331,0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：12/15（月）〜12/21（日）,,96,3,3.13%,¥649,"¥1,948",0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：12/22（月）〜12/28（日）,,417,13,3.12%,¥936,"¥12,172",0,0.00%,¥0,0,0.00%,¥0,,,
,5週目：12/29（月）〜12/31（水）,,179,7,3.91%,"¥1,348","¥9,434",0,0.00%,¥0,0,0.00%,¥0,,,
,合計,,755,24,3.18%,¥995,"¥23,885",0,0.00%,¥0,0,0.00%,¥0,,,
,着地見込み,,755,24,3.18%,¥995,"¥23,885",0,0.00%,¥0,0,0.00%,¥0,,,
,当初プランとの差分,,"-8,134",-776,-,-,"-376,115",-5,-0.60%,"¥80,000",-4,-0.50%,"-¥100,000",,,
