,5週目：1/26（月）〜1/31（土）,,,,0.00%,¥0,,,0.00%,¥0,,0.00%,¥0,,,
,合計,,269,19,7.06%,¥978,"¥18,587",2,10.53%,"¥9,294",0,0.00%,¥0,,,
,着地見込み,,463,33,7.06%,¥978,"¥32,011",3,10.53%,"¥9,294",0,0.00%,¥0,,,
,当初プランとの差分,,"-1,226",-30,-,-,"¥7,011",-2,2.53%,"-¥4,294",-4,-6.40%,"¥6,250",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,一般_セキュリティ診断,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"30,334","2,730",9.00%,¥495,"¥1,350,000",16,0.60%,"¥84,375",13,0.48%,"¥103,846",,,
,1週目：1/1（木・祝）〜1/4（日）,,925,89,9.62%,¥196,"¥17,488",0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：1/5（月）〜1/11（日）,,"2,901",154,5.31%,¥445,"¥68,551",0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：1/12（月）〜1/18（日）,,"14,086",306,2.17%,"¥1,428","¥436,947",0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：1/19（月）〜1/25（日）,,,,0.00%,¥0,,,0.00%,¥0,,0.00%,¥0,,,
,5週目：1/26（月）〜1/31（土）,,,,0.00%,¥0,,,0.00%,¥0,,0.00%,¥0,,,
,合計,,"17,912",549,3.06%,¥953,"¥522,986",0,0.00%,¥0,0,0.00%,¥0,,,
,着地見込み,,"30,848",946,3.06%,¥953,"¥900,698",0,0.00%,¥0,0,0.00%,¥0,,,
,当初プランとの差分,,515,"-1,785",-,-,"-¥449,302",-16,-0.60%,"¥84,375",-13,-0.48%,"-¥103,846",,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,一般_Webアプリケーション診断,,,,,,,,,,,,,,,
,,,IMP,Click,CTR,CPC,COST,AdsCV,AdsCVR,AdsCPA,リード,リードCVR,リードCPA,,,
,目標値,,"26,963","2,427",9.00%,¥495,"¥1,200,000",15,0.60%,"¥80,000",12,0.48%,"¥100,000",,,
,1週目：1/1（木・祝）〜1/4（日）,,244,19,7.79%,¥748,"¥14,219",0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：1/5（月）〜1/11（日）,,"2,853",104,3.65%,"¥1,559","¥162,110",0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：1/12（月）〜1/18（日）,,"8,629",155,1.80%,"¥3,133","¥485,674",0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：1/19（月）〜1/25（日）,,,,0.00%,¥0,,,0.00%,¥0,,0.00%,¥0,,,
,5週目：1/26（月）〜1/31（土）,,,,0.00%,¥0,,,0.00%,¥0,,0.00%,¥0,,,
,合計,,"11,726",278,2.37%,"¥2,381","¥662,003",0,0.00%,¥0,0,0.00%,¥0,,,
,着地見込み,,"20,195",479,2.37%,"¥2,381","¥1,140,116",0,0.00%,¥0,0,0.00%,¥0,,,
,当初プランとの差分,,"-6,768","-1,948",-,-,"-59,884",-15,-0.60%,"¥80,000",-12,-0.48%,"-¥100,000",,,
