,,,IMP,Click,CTR,CPC,COST,フォーム到達,フォーム到達CVR,フォーム到達CPA,完了,完了CVR,完了CPA,,,
,目標値,,"2,083,333","2,083",0.10%,¥120,"¥250,000",63,3.00%,"¥4,000",9,0.45%,"¥26,667",,,
,1週目：10/1（水）〜10/5（日）,,0,0,0.00%,¥0,¥0,0,0.00%,¥0,0,0.00%,¥0,,,
,2週目：10/6（月）〜10/12（日）,,0,0,0.00%,¥0,¥0,0,0.00%,¥0,0,0.00%,¥0,,,
,3週目：10/13（月）〜10/19（日）,,0,0,0.00%,¥0,¥0,0,0.00%,¥0,0,0.00%,¥0,,,
,4週目：10/20（月）〜10/26（日）,,"1,019,247","17,174",1.68%,¥7,"¥120,006",27,0.16%,"¥4,445",0,0.00%,¥0,,,
,5週目：10/27（月）〜10/31（金）,,"407,550","8,284",2.03%,¥5,"¥37,389",4,0.05%,"¥9,347",0,0.00%,¥0,,,
,合計,,"1,426,797","25,458",1.78%,¥6,"¥157,395",31,0.12%,"¥5,077",0,0.00%,¥0,,,
,着地見込み,,"1,426,797","25,458",1.78%,¥6,"¥157,395",31,0.12%,"¥5,077",0,0.00%,¥0,,,
,当初プランとの差分,,"-656,536","23,375",-,-,"-92,605",-32,-,-,-9,-0.45%,"-¥26,667",,,
